Testing numbers_000001.png . . . 32223324 → 38227364 | 5/8 · 62.50% | [WRONG]
Testing numbers_001241.png . . . 62864 → 62364 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001242.png . . . 6354467 → 6354463 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001243.png . . . 2709045 → 2808068 | 3/7 · 42.86% | [WRONG]
Testing numbers_001244.png . . . 297948 → 282868 | 2/6 · 33.33% | [WRONG]
Testing numbers_001245.png . . . 8323 → 8323 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001246.png . . . 55279 → 85278 | 3/5 · 60.00% | [WRONG]
Testing numbers_001247.png . . . 0909 → 0807 | 2/4 · 50.00% | [WRONG]
Testing numbers_001248.png . . . 8540273 → 8580283 | 5/7 · 71.43% | [WRONG]
Testing numbers_001249.png . . . 2321642 → 2821642 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001250.png . . . 999085 → 878085 | 3/6 · 50.00% | [WRONG]
Testing numbers_001251.png . . . 2387952 → 6378852 | 3/7 · 42.86% | [WRONG]
Testing numbers_001252.png . . . 6553 → 6853 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001253.png . . . 146848 → 172848 | 4/6 · 66.67% | [WRONG]
Testing numbers_001254.png . . . 0572 → 0572 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001255.png . . . 096849 → 016943 | 3/6 · 50.00% | [WRONG]
Testing numbers_001256.png . . . 2763 → 2263 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001257.png . . . 37735986 → 37835886 | 6/8 · 75.00% | [WRONG]
Testing numbers_001258.png . . . 698057 → 698052 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001259.png . . . 27051 → 28051 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001260.png . . . 766671 → 366621 | 4/6 · 66.67% | [WRONG]
Testing numbers_001261.png . . . 7981866 → 7868856 | 3/7 · 42.86% | [WRONG]
Testing numbers_001262.png . . . 3076762 → 3006762 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001263.png . . . 0708577 → 0308523 | 4/7 · 57.14% | [WRONG]
Testing numbers_001264.png . . . 75855608 → 767853603 | 4/8 · 50.00% | [WRONG]
Testing numbers_001265.png . . . 31193611 → 81183615 | 5/8 · 62.50% | [WRONG]
Testing numbers_001266.png . . . 228 → 228 | 3/3 · 100.00% | [CORRECT]
Testing numbers_001267.png . . . 596386 → 582386 | 4/6 · 66.67% | [WRONG]
Testing numbers_001268.png . . . 95325 → 88325 | 3/5 · 60.00% | [WRONG]
Testing numbers_001269.png . . . 0770358 → 0330353 | 4/7 · 57.14% | [WRONG]
Testing numbers_001270.png . . . 02045 → 632045 | 3/5 · 60.00% | [WRONG]
Testing numbers_001271.png . . . 71682441 → 81682488 | 5/8 · 62.50% | [WRONG]
Testing numbers_001272.png . . . 128 → 728 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001273.png . . . 54230 → 54250 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001274.png . . . 48687235 → 8083335 | 4/8 · 50.00% | [WRONG]
Testing numbers_001275.png . . . 8909 → 8308 | 2/4 · 50.00% | [WRONG]
Testing numbers_001276.png . . . 4506 → 4506 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001277.png . . . 113 → 113 | 3/3 · 100.00% | [CORRECT]
Testing numbers_001278.png . . . 67939 → 67938 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001279.png . . . 78736 → 35836 | 2/5 · 40.00% | [WRONG]
Testing numbers_001280.png . . . 3148583 → 7118523 | 4/7 · 57.14% | [WRONG]
Testing numbers_001281.png . . . 13070 → 13080 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001282.png . . . 646902 → 246392 | 3/6 · 50.00% | [WRONG]
Testing numbers_001283.png . . . 7035171 → 2035831 | 4/7 · 57.14% | [WRONG]
Testing numbers_001284.png . . . 08241 → 082041 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001285.png . . . 44578 → 49588 | 3/5 · 60.00% | [WRONG]
Testing numbers_001286.png . . . 08325 → 08325 | 5/5 · 100.00% | [CORRECT]
Testing numbers_001287.png . . . 816 → 816 | 3/3 · 100.00% | [CORRECT]
Testing numbers_001288.png . . . 3364 → 3369 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001289.png . . . 7323259 → 7323258 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001290.png . . . 4651158 → 4651178 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001291.png . . . 1500 → 1500 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001292.png . . . 082 → 082 | 3/3 · 100.00% | [CORRECT]
Testing numbers_001293.png . . . 2969094 → 2969087 | 5/7 · 71.43% | [WRONG]
Testing numbers_001294.png . . . 8875450 → 0820450 | 4/7 · 57.14% | [WRONG]
Testing numbers_001295.png . . . 793 → 783 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001296.png . . . 359 → 358 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001297.png . . . 743 → 740 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001298.png . . . 740 → 290 | 1/3 · 33.33% | [WRONG]
Testing numbers_001299.png . . . 0163805 → 0163275 | 5/7 · 71.43% | [WRONG]
Testing numbers_001300.png . . . 73239 → 38237 | 2/5 · 40.00% | [WRONG]
Testing numbers_001301.png . . . 384 → 384 | 3/3 · 100.00% | [CORRECT]
Testing numbers_001302.png . . . 5995 → 5870 | 1/4 · 25.00% | [WRONG]
Testing numbers_001303.png . . . 7583 → 7083 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001304.png . . . 35731 → 35738 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001305.png . . . 06190 → 06170 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001306.png . . . 065 → 865 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001307.png . . . 237098 → 038098 | 4/6 · 66.67% | [WRONG]
Testing numbers_001308.png . . . 34199195 → 34119840 | 4/8 · 50.00% | [WRONG]
Testing numbers_001309.png . . . 051976 → 051886 | 4/6 · 66.67% | [WRONG]
Testing numbers_001310.png . . . 76106 → 86106 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001311.png . . . 41365 → 41365 | 5/5 · 100.00% | [CORRECT]
Testing numbers_001312.png . . . 25702 → 25702 | 5/5 · 100.00% | [CORRECT]
Testing numbers_001313.png . . . 8450 → 8450 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001314.png . . . 44308 → 44308 | 5/5 · 100.00% | [CORRECT]
Testing numbers_001315.png . . . 85552 → 55502 | 3/5 · 60.00% | [WRONG]
Testing numbers_001316.png . . . 187174 → 882174 | 4/6 · 66.67% | [WRONG]
Testing numbers_001317.png . . . 7864535 → 3864530 | 5/7 · 71.43% | [WRONG]
Testing numbers_001318.png . . . 278 → 270 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001319.png . . . 9361 → 3361 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001320.png . . . 7320070 → 2520020 | 4/7 · 57.14% | [WRONG]
Testing numbers_001321.png . . . 79295 → 78293 | 3/5 · 60.00% | [WRONG]
Testing numbers_001322.png . . . 44170 → 84180 | 3/5 · 60.00% | [WRONG]
Testing numbers_001323.png . . . 652599 → 254683 | 1/6 · 16.67% | [WRONG]
Testing numbers_001324.png . . . 832 → 832 | 3/3 · 100.00% | [CORRECT]
Testing numbers_001325.png . . . 631 → 631 | 3/3 · 100.00% | [CORRECT]
Testing numbers_001326.png . . . 2637721 → 26767728 | 4/7 · 57.14% | [WRONG]
Testing numbers_001327.png . . . 78159208 → 78158208 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_001328.png . . . 2171 → 2131 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001329.png . . . 0715 → 0815 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001330.png . . . 8551227 → 8551227 | 7/7 · 100.00% | [CORRECT]
Testing numbers_001331.png . . . 28931 → 20331 | 3/5 · 60.00% | [WRONG]
Testing numbers_001332.png . . . 6226 → 6222 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001333.png . . . 468641 → 868541 | 4/6 · 66.67% | [WRONG]
Testing numbers_001334.png . . . 70947 → 708018 | 1/5 · 20.00% | [WRONG]
Testing numbers_001335.png . . . 243427 → 443427 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001336.png . . . 735 → 335 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001337.png . . . 6058019 → 6058018 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001338.png . . . 940811 → 880811 | 4/6 · 66.67% | [WRONG]
Testing numbers_001339.png . . . 9076441 → 9036428 | 4/7 · 57.14% | [WRONG]
Testing numbers_001340.png . . . 395444 → 385484 | 4/6 · 66.67% | [WRONG]
Testing numbers_001341.png . . . 09089209 → 08088208 | 5/8 · 62.50% | [WRONG]
Testing numbers_001342.png . . . 095792 → 0840872 | 1/6 · 16.67% | [WRONG]
Testing numbers_001343.png . . . 4312 → 8362 | 2/4 · 50.00% | [WRONG]
Testing numbers_001344.png . . . 62177 → 62177 | 5/5 · 100.00% | [CORRECT]
Testing numbers_001345.png . . . 7394246 → 7374246 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001346.png . . . 20311 → 20351 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001347.png . . . 103 → 103 | 3/3 · 100.00% | [CORRECT]
Testing numbers_001348.png . . . 241 → 241 | 3/3 · 100.00% | [CORRECT]
Testing numbers_001349.png . . . 50798 → 50788 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001350.png . . . 07064 → 07066 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001351.png . . . 10100352 → 10100352 | 8/8 · 100.00% | [CORRECT]
Testing numbers_001352.png . . . 86746 → 86346 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001353.png . . . 471 → 481 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001354.png . . . 84261713 → 84261715 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_001355.png . . . 759 → 758 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001356.png . . . 322757 → 22757 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001357.png . . . 1677 → 1687 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001358.png . . . 91136 → 81836 | 3/5 · 60.00% | [WRONG]
Testing numbers_001359.png . . . 77028 → 77028 | 5/5 · 100.00% | [CORRECT]
Testing numbers_001360.png . . . 1848 → 1848 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001361.png . . . 88674017 → 88678067 | 6/8 · 75.00% | [WRONG]
Testing numbers_001362.png . . . 4433752 → 4433382 | 5/7 · 71.43% | [WRONG]
Testing numbers_001363.png . . . 152 → 152 | 3/3 · 100.00% | [CORRECT]
Testing numbers_001364.png . . . 149480 → 148480 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001365.png . . . 1418563 → 1418963 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001366.png . . . 4885459 → 9855489 | 4/7 · 57.14% | [WRONG]
Testing numbers_001367.png . . . 56304 → 563634 | 3/5 · 60.00% | [WRONG]
Testing numbers_001368.png . . . 7496065 → 7486062 | 5/7 · 71.43% | [WRONG]
Testing numbers_001369.png . . . 72291131 → 82281138 | 5/8 · 62.50% | [WRONG]
Testing numbers_001370.png . . . 264 → 264 | 3/3 · 100.00% | [CORRECT]
Testing numbers_001371.png . . . 39066282 → 97002282 | 4/8 · 50.00% | [WRONG]
Testing numbers_001372.png . . . 9868 → 8858 | 2/4 · 50.00% | [WRONG]
Testing numbers_001373.png . . . 34327 → 34322 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001374.png . . . 98623 → 38623 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001375.png . . . 67167 → 67168 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001376.png . . . 618 → 618 | 3/3 · 100.00% | [CORRECT]
Testing numbers_001377.png . . . 28178 → 20138 | 3/5 · 60.00% | [WRONG]
Testing numbers_001378.png . . . 84669 → 88669 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001379.png . . . 29025050 → 27025053 | 6/8 · 75.00% | [WRONG]
Testing numbers_001380.png . . . 635 → 635 | 3/3 · 100.00% | [CORRECT]
Testing numbers_001381.png . . . 0850 → 0800 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001382.png . . . 6299 → 5278 | 1/4 · 25.00% | [WRONG]
Testing numbers_001383.png . . . 69267 → 63268 | 3/5 · 60.00% | [WRONG]
Testing numbers_001384.png . . . 84469265 → 84467065 | 6/8 · 75.00% | [WRONG]
Testing numbers_001385.png . . . 9224529 → 8224527 | 5/7 · 71.43% | [WRONG]
Testing numbers_001386.png . . . 39338125 → 38338123 | 6/8 · 75.00% | [WRONG]
Testing numbers_001387.png . . . 952031 → 452001 | 4/6 · 66.67% | [WRONG]
Testing numbers_001388.png . . . 6120 → 6820 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001389.png . . . 7928487 → 3858483 | 3/7 · 42.86% | [WRONG]
Testing numbers_001390.png . . . 25077 → 25077 | 5/5 · 100.00% | [CORRECT]
Testing numbers_001391.png . . . 6011 → 6011 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001392.png . . . 4903458 → 803458 | 5/7 · 71.43% | [WRONG]
Testing numbers_001393.png . . . 74379047 → 34378048 | 5/8 · 62.50% | [WRONG]
Testing numbers_001394.png . . . 0685 → 0685 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001395.png . . . 816821 → 806821 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001396.png . . . 9537 → 9539 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001397.png . . . 20006 → 20000 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001398.png . . . 8500584 → 3500554 | 5/7 · 71.43% | [WRONG]
Testing numbers_001399.png . . . 0670 → 0690 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001400.png . . . 97266 → 93266 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001401.png . . . 7425024 → 3425024 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001402.png . . . 82419 → 82418 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001403.png . . . 0908 → 0808 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001404.png . . . 399 → 333 | 1/3 · 33.33% | [WRONG]
Testing numbers_001405.png . . . 545748 → 048748 | 4/6 · 66.67% | [WRONG]
Testing numbers_001406.png . . . 78088 → 88088 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001407.png . . . 735931 → 237851 | 2/6 · 33.33% | [WRONG]
Testing numbers_001408.png . . . 355930 → 335430 | 4/6 · 66.67% | [WRONG]
Testing numbers_001409.png . . . 84374264 → 84534262 | 5/8 · 62.50% | [WRONG]
Testing numbers_001410.png . . . 18632 → 18632 | 5/5 · 100.00% | [CORRECT]
Testing numbers_001411.png . . . 169527 → 161523 | 4/6 · 66.67% | [WRONG]
Testing numbers_001412.png . . . 32444 → 52644 | 3/5 · 60.00% | [WRONG]
Testing numbers_001413.png . . . 55840698 → 05340648 | 5/8 · 62.50% | [WRONG]
Testing numbers_001414.png . . . 697 → 633 | 1/3 · 33.33% | [WRONG]
Testing numbers_001415.png . . . 693838 → 683838 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001416.png . . . 74141833 → 24148833 | 6/8 · 75.00% | [WRONG]
Testing numbers_001417.png . . . 1360382 → 1360362 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001418.png . . . 015349 → 015349 | 6/6 · 100.00% | [CORRECT]
Testing numbers_001419.png . . . 547680 → 547600 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001420.png . . . 16156907 → 86136803 | 4/8 · 50.00% | [WRONG]
Testing numbers_001421.png . . . 414 → 918 | 1/3 · 33.33% | [WRONG]
Testing numbers_001422.png . . . 6440 → 6440 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001423.png . . . 40970020 → 40870020 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_001424.png . . . 4563 → 4563 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001425.png . . . 534839 → 534838 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001426.png . . . 61113 → 21113 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001427.png . . . 09904059 → 08807099 | 4/8 · 50.00% | [WRONG]
Testing numbers_001428.png . . . 19836518 → 18836488 | 5/8 · 62.50% | [WRONG]
Testing numbers_001429.png . . . 47496029 → 97496028 | 6/8 · 75.00% | [WRONG]
Testing numbers_001430.png . . . 015311 → 015318 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001431.png . . . 387667 → 382667 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001432.png . . . 49951902 → 87361802 | 3/8 · 37.50% | [WRONG]
Testing numbers_001433.png . . . 4335 → 4535 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001434.png . . . 4603 → 9603 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001435.png . . . 20707 → 20302 | 3/5 · 60.00% | [WRONG]
Testing numbers_001436.png . . . 038629 → 038623 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001437.png . . . 50968 → 50768 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001438.png . . . 0565883 → 0565853 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001439.png . . . 7485358 → 348555 | 4/7 · 57.14% | [WRONG]
Testing numbers_001440.png . . . 7591 → 8571 | 2/4 · 50.00% | [WRONG]
Testing numbers_001441.png . . . 2002 → 2002 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001442.png . . . 213150 → 203100 | 4/6 · 66.67% | [WRONG]
Testing numbers_001443.png . . . 06334283 → 06234283 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_001444.png . . . 2483 → 2883 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001445.png . . . 7802743 → 3302393 | 3/7 · 42.86% | [WRONG]
Testing numbers_001446.png . . . 9847 → 9842 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001447.png . . . 6459340 → 6957340 | 5/7 · 71.43% | [WRONG]
Testing numbers_001448.png . . . 86270152 → 86230152 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_001449.png . . . 605325 → 605325 | 6/6 · 100.00% | [CORRECT]
Testing numbers_001450.png . . . 529 → 523 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001451.png . . . 322416 → 322686 | 4/6 · 66.67% | [WRONG]
Testing numbers_001452.png . . . 9392900 → 9384300 | 4/7 · 57.14% | [WRONG]
Testing numbers_001453.png . . . 352163 → 352063 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001454.png . . . 689067 → 288867 | 3/6 · 50.00% | [WRONG]
Testing numbers_001455.png . . . 06576711 → 02086318 | 3/8 · 37.50% | [WRONG]
Testing numbers_001456.png . . . 89929 → 89789 | 3/5 · 60.00% | [WRONG]
Testing numbers_001457.png . . . 01007 → 01008 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001458.png . . . 3021808 → 3021808 | 7/7 · 100.00% | [CORRECT]
Testing numbers_001459.png . . . 71509548 → 81809548 | 6/8 · 75.00% | [WRONG]
Testing numbers_001460.png . . . 5491 → 5471 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001461.png . . . 85499201 → 05478201 | 5/8 · 62.50% | [WRONG]
Testing numbers_001462.png . . . 892384 → 812384 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001463.png . . . 030 → 030 | 3/3 · 100.00% | [CORRECT]
Testing numbers_001464.png . . . 2975089 → 2885083 | 4/7 · 57.14% | [WRONG]
Testing numbers_001465.png . . . 3854017 → 3834012 | 5/7 · 71.43% | [WRONG]
Testing numbers_001466.png . . . 933 → 833 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001467.png . . . 385314 → 305314 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001468.png . . . 4415 → 4415 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001469.png . . . 084191 → 084171 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001470.png . . . 07323619 → 07323618 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_001471.png . . . 02065102 → 02068172 | 6/8 · 75.00% | [WRONG]
Testing numbers_001472.png . . . 157 → 167 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001473.png . . . 8146 → 8146 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001474.png . . . 0405 → 0905 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001475.png . . . 0493487 → 0473808 | 3/7 · 42.86% | [WRONG]
Testing numbers_001476.png . . . 27866 → 27126 | 3/5 · 60.00% | [WRONG]
Testing numbers_001477.png . . . 164400 → 164400 | 6/6 · 100.00% | [CORRECT]
Testing numbers_001478.png . . . 8323091 → 8323031 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001479.png . . . 90756 → 80356 | 3/5 · 60.00% | [WRONG]
Testing numbers_001480.png . . . 475532 → 772522 | 3/6 · 50.00% | [WRONG]
Testing numbers_001481.png . . . 812 → 812 | 3/3 · 100.00% | [CORRECT]
Testing numbers_001482.png . . . 41796 → 41376 | 3/5 · 60.00% | [WRONG]
Testing numbers_001483.png . . . 68046 → 68646 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001484.png . . . 265 → 225 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001485.png . . . 9629312 → 8624314 | 4/7 · 57.14% | [WRONG]
Testing numbers_001486.png . . . 8255 → 8280 | 2/4 · 50.00% | [WRONG]
Testing numbers_001487.png . . . 4191 → 4698 | 2/4 · 50.00% | [WRONG]
Testing numbers_001488.png . . . 73452427 → 83857427 | 5/8 · 62.50% | [WRONG]
Testing numbers_001489.png . . . 7340841 → 7340841 | 7/7 · 100.00% | [CORRECT]
Testing numbers_001490.png . . . 1523 → 8523 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001491.png . . . 500 → 800 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001492.png . . . 883 → 882 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001493.png . . . 1318 → 1318 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001494.png . . . 455093 → 655093 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001495.png . . . 42739174 → 42738134 | 6/8 · 75.00% | [WRONG]
Testing numbers_001496.png . . . 38546638 → 38546638 | 8/8 · 100.00% | [CORRECT]
Testing numbers_001497.png . . . 863340 → 563340 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001498.png . . . 1946 → 1866 | 2/4 · 50.00% | [WRONG]
Testing numbers_001499.png . . . 31914 → 310814 | 3/5 · 60.00% | [WRONG]
Testing numbers_001500.png . . . 83364 → 83354 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001501.png . . . 856834 → 856838 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001502.png . . . 36222 → 36222 | 5/5 · 100.00% | [CORRECT]
Testing numbers_001503.png . . . 73539 → 73537 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001504.png . . . 51431643 → 51938643 | 6/8 · 75.00% | [WRONG]
Testing numbers_001505.png . . . 8631757 → 0631753 | 5/7 · 71.43% | [WRONG]
Testing numbers_001506.png . . . 75158260 → 35188260 | 6/8 · 75.00% | [WRONG]
Testing numbers_001507.png . . . 09015920 → 07010720 | 5/8 · 62.50% | [WRONG]
Testing numbers_001508.png . . . 3902847 → 3802847 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001509.png . . . 1533640 → 1533640 | 7/7 · 100.00% | [CORRECT]
Testing numbers_001510.png . . . 764468 → 768468 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001511.png . . . 369 → 329 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001512.png . . . 76052 → 36052 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001513.png . . . 53792 → 53712 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001514.png . . . 08134 → 08139 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001515.png . . . 6182691 → 6822681 | 4/7 · 57.14% | [WRONG]
Testing numbers_001516.png . . . 2238498 → 2238993 | 5/7 · 71.43% | [WRONG]
Testing numbers_001517.png . . . 12088895 → 12088885 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_001518.png . . . 86632 → 86632 | 5/5 · 100.00% | [CORRECT]
Testing numbers_001519.png . . . 13950229 → 83950229 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_001520.png . . . 4257949 → 9253399 | 3/7 · 42.86% | [WRONG]
Testing numbers_001521.png . . . 5645427 → 8645423 | 5/7 · 71.43% | [WRONG]
Testing numbers_001522.png . . . 988 → 888 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001523.png . . . 7334347 → 8308347 | 4/7 · 57.14% | [WRONG]
Testing numbers_001524.png . . . 878 → 828 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001525.png . . . 534 → 534 | 3/3 · 100.00% | [CORRECT]
Testing numbers_001526.png . . . 443095 → 945035 | 3/6 · 50.00% | [WRONG]
Testing numbers_001527.png . . . 996 → 896 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001528.png . . . 1960381 → 1860381 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001529.png . . . 7480815 → 3430815 | 5/7 · 71.43% | [WRONG]
Testing numbers_001530.png . . . 90569775 → 70568235 | 4/8 · 50.00% | [WRONG]
Testing numbers_001531.png . . . 522058 → 522058 | 6/6 · 100.00% | [CORRECT]
Testing numbers_001532.png . . . 66068351 → 660868351 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_001533.png . . . 4509 → 4609 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001534.png . . . 9494781 → 8494388 | 4/7 · 57.14% | [WRONG]
Testing numbers_001535.png . . . 425 → 424 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001536.png . . . 6214 → 6219 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001537.png . . . 17643854 → 17683854 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_001538.png . . . 7339 → 7388 | 2/4 · 50.00% | [WRONG]
Testing numbers_001539.png . . . 372 → 336 | 1/3 · 33.33% | [WRONG]
Testing numbers_001540.png . . . 445859 → 445858 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001541.png . . . 98683288 → 88283288 | 6/8 · 75.00% | [WRONG]
Testing numbers_001542.png . . . 58915 → 58915 | 5/5 · 100.00% | [CORRECT]
Testing numbers_001543.png . . . 8358514 → 8308514 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001544.png . . . 3383 → 3383 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001545.png . . . 0973304 → 0833304 | 5/7 · 71.43% | [WRONG]
Testing numbers_001546.png . . . 93153290 → 83633290 | 5/8 · 62.50% | [WRONG]
Testing numbers_001547.png . . . 83173 → 83123 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001548.png . . . 8177226 → 8177325 | 5/7 · 71.43% | [WRONG]
Testing numbers_001549.png . . . 6705354 → 6705354 | 7/7 · 100.00% | [CORRECT]
